SITE_ID,timestamp,DOY,TOD,CO2_F_MDS,G_F_MDS,H_F_MDS,LE_F_MDS,LW_IN_F,LW_OUT,NETRAD,PA_F,PPFD_IN,PPFD_OUT,P_F,RH,SW_IN_F,SW_OUT,TA_F,USTAR,VPD_F,WD,WS_F,MODIS_band_1,MODIS_band_2,MODIS_band_3,MODIS_band_4,MODIS_band_5,MODIS_band_6,MODIS_band_7,MODIS_snow,MODIS_water,NEE_VUT_REF
IE-Cra,25/11/2020 10:00,0.797814208,-0.166666667,-0.28825,-0.170266167,-0.155499267,-0.164587057,,,-0.156258333,,-0.3575625,,,0.4935,-0.433492,,0.015440625,-0.47933795,-0.499568182,0.309722222,-0.469345,,,,,,,,,,
IE-Cra,25/11/2020 11:00,0.797814208,-0.083333333,-0.292028,-0.1704421,-0.15154735,-0.161770367,,,-0.143848333,,-0.32603125,,,0.493,-0.407258,,0.02764375,-0.47543695,-0.499463636,0.380277778,-0.462695,,,,,,,,,,-1.75107
IE-Cra,25/11/2020 12:00,0.797814208,0,-0.29577225,-0.17045725,-0.160033933,-0.162386713,,,-0.141726667,,-0.299953125,,,0.491,-0.385561,,0.038275,-0.4734725,-0.499222727,0.3775,-0.452215,0.035812109,0.218016446,0.017617652,0.037304775,0.219576924,0.145460551,0.054998287,0,0,-1.85469
IE-Cra,25/11/2020 13:00,0.797814208,0.083333333,-0.29619125,-0.17024115,-0.164700133,-0.16496232,,,-0.146018333,,-0.336671875,,,0.452,-0.416111,,0.046103125,-0.4736579,-0.495481818,0.410833333,-0.44621,,,,,,,,,,-1.35375
IE-Cra,25/11/2020 14:00,0.797814208,0.166666667,-0.296834,-0.169909977,-0.168833063,-0.165885427,,,-0.152958333,,-0.35575,,,0.405,-0.431984,,0.050696875,-0.4785943,-0.490640909,0.463055556,-0.44597,,,,,,,,,,-1.475755
IE-Cra,25/11/2020 15:00,0.797814208,0.25,-0.29617475,-0.169537212,-0.171103517,-0.166985852,,,-0.166043333,,-0.377015625,,,0.3885,-0.449677,,0.05234375,-0.4887932,-0.488840909,0.444444444,-0.45294,,,,,,,,,,-1.137916
IE-Cra,25/11/2020 16:00,0.797814208,0.333333333,-0.2935405,-0.16924005,-0.17479335,-0.166449202,,,-0.179463333,,-0.423026563,,,0.4195,-0.487958,,0.043284375,-0.48539545,-0.49265,0.360277778,-0.470515,,,,,,,,,,0.759457
IE-Cra,25/11/2020 17:00,0.797814208,0.416666667,-0.291977,-0.169119197,-0.173594717,-0.166745753,,,-0.186878333,,-0.437189219,,,0.448,-0.49974125,,0.03504375,-0.4872577,-0.495690909,0.393611111,-0.460275,,,,,,,,,,0.8718475
IE-Cra,25/11/2020 18:00,0.797814208,0.5,-0.29075025,-0.169137892,-0.176386383,-0.166926676,,,-0.1817,,-0.437478125,,,0.4435,-0.49998175,,0.03405625,-0.4837709,-0.495368182,0.415,-0.460015,,,,,,,,,,0.8654425
IE-Cra,25/11/2020 19:00,0.797814208,0.583333333,-0.28908625,-0.169233752,-0.16818174,-0.166664581,,,-0.189256667,,-0.437477031,,,0.448,-0.499981,,0.029484375,-0.49396,-0.49595,0.406666667,-0.45626,,,,,,,,,,0.7419535
IE-Cra,25/11/2020 20:00,0.797814208,0.666666667,-0.287528,-0.169298422,-0.16850845,-0.166688839,,,-0.184678333,,-0.437479531,,,0.465,-0.499983,,0.021465625,-0.49463,-0.497509091,0.288611111,-0.46681,,,,,,,,,,0.7150255
IE-Cra,25/11/2020 21:00,0.797814208,0.75,-0.28609525,-0.16936214,-0.169573158,-0.16668732,,,-0.180716667,,-0.437477813,,,0.4765,-0.49998175,,0.01978125,-0.49457,-0.498363636,0.294166667,-0.473575,,,,,,,,,,0.697053
IE-Cra,25/11/2020 22:00,0.797814208,0.833333333,-0.2864245,-0.169499717,-0.1714286,-0.166692002,,,-0.185421667,,-0.437479375,,,0.482,-0.499983,,0.014803125,-0.4900461,-0.498813636,0.398333333,-0.47018,,,,,,,,,,0.5627955
IE-Cra,25/11/2020 23:00,0.797814208,0.916666667,-0.28445375,-0.169640338,-0.17058,-0.166655865,,,-0.186878333,,-0.437478125,,,0.487,-0.49998175,,0.01495,-0.49128,-0.499140909,0.434722222,-0.471155,,,,,,,,,,0.5551715
IE-Cra,26/11/2020 00:00,0.803278689,-1,-0.28052575,-0.169839372,-0.168921873,-0.166468101,,,-0.186541667,,-0.437477813,,,0.491,-0.49998175,,0.013790625,-0.49536,-0.499413636,0.279166667,-0.47808,,,,,,,,,,0.554929
IE-Cra,26/11/2020 01:00,0.803278689,-0.916666667,-0.277007,-0.16999181,-0.170367378,-0.167111438,,,-0.185666667,,-0.4374825,,,0.493,-0.4999855,,0.0082,-0.49113,-0.499572727,0.353333333,-0.49255,,,,,,,,,,0.472837
IE-Cra,26/11/2020 02:00,0.803278689,-0.833333333,-0.27818475,-0.1701214,-0.166990408,-0.166484363,,,-0.174373833,,-0.437480469,,,0.4935,-0.49998375,,0.00570625,-0.497,-0.499613636,-0.036388889,-0.483815,,,,,,,,,,0.509916
IE-Cra,26/11/2020 03:00,0.803278689,-0.75,-0.282751,-0.170292567,-0.168403163,-0.166435563,,,-0.167679,,-0.437479844,,,0.493,-0.49998325,,0.006434375,-0.49368,-0.499577273,-0.158138889,-0.49645,,,,,,,,,,
IE-Cra,26/11/2020 04:00,0.803278689,-0.666666667,-0.28499275,-0.170440833,-0.167040451,-0.166501877,,,-0.168990333,,-0.437476875,,,0.494,-0.49998075,,0.013125,-0.49025505,-0.499613636,0.275833333,-0.48761,,,,,,,,,,0.616869
IE-Cra,26/11/2020 05:00,0.803278689,-0.583333333,-0.283563,-0.170467767,-0.166443906,-0.16667563,,,-0.169212,,-0.437475781,,,0.4935,-0.49997975,,0.014546875,-0.496115,-0.499572727,0.310277778,-0.481355,,,,,,,,,,0.6193705
IE-Cra,26/11/2020 06:00,0.803278689,-0.5,-0.28102975,-0.170402733,-0.170797033,-0.166656423,,,-0.168841333,,-0.437476094,,,0.4935,-0.49998025,,0.01503125,-0.49823,-0.499568182,-0.403333333,-0.498205,,,,,,,,,,0.6694935
IE-Cra,26/11/2020 07:00,0.803278689,-0.416666667,-0.279194,-0.17028415,-0.168934715,-0.166448213,,,-0.168717167,,-0.437476094,,,0.494,-0.49998,,0.01578125,-0.4926,-0.4996,-0.610666667,-0.498565,,,,,,,,,,0.734353
IE-Cra,26/11/2020 08:00,0.803278689,-0.333333333,-0.281451,-0.17017045,-0.167053112,-0.166989907,,,-0.168428833,,-0.436441719,,,0.494,-0.4991195,,0.019328125,-0.4897616,-0.499586364,-0.356777778,-0.49795,,,,,,,,,,0.762737
IE-Cra,26/11/2020 09:00,0.803278689,-0.25,-0.284825,-0.170079783,-0.164215773,-0.166413219,,,-0.164673667,,-0.4235375,,,0.4935,-0.48838325,,0.026365625,-0.4866378,-0.499509091,0.338333333,-0.48475,,,,,,,,,,0.6798595
IE-Cra,26/11/2020 10:00,0.803278689,-0.166666667,-0.287623,-0.169989977,-0.160764067,-0.166228639,,,-0.15712,,-0.405140625,,,0.494,-0.473077,,0.03205625,-0.48846865,-0.499522727,0.328611111,-0.47516,,,,,,,,,,0.04302
IE-Cra,26/11/2020 11:00,0.803278689,-0.083333333,-0.2895845,-0.169852032,-0.160942567,-0.1660017,,,-0.146958333,,-0.377765625,,,0.494,-0.450301,,0.036271875,-0.48615935,-0.499495455,0.145,-0.479685,,,,,,,,,,-1.0121015
IE-Cra,26/11/2020 12:00,0.803278689,0,-0.29232725,-0.169615505,-0.157567683,-0.164102003,,,-0.147676667,,-0.38259375,,,0.494,-0.454318,,0.040478125,-0.48419,-0.499472727,0.174166667,-0.47092,0.03548964,0.21752193,0.017553937,0.036988278,0.218901454,0.145169923,0.054904192,0,0,-0.9885705
IE-Cra,26/11/2020 13:00,0.803278689,0.083333333,-0.294469,-0.169287638,-0.16197415,-0.163612263,,,-0.14778,,-0.337109375,,,0.4935,-0.416475,,0.044021875,-0.4859058,-0.499409091,0.191666667,-0.471305,,,,,,,,,,-1.27528
IE-Cra,26/11/2020 14:00,0.803278689,0.166666667,-0.294513,-0.168924575,-0.166590883,-0.165406002,,,-0.164509333,,-0.336734375,,,0.479,-0.416163,,0.047859375,-0.48512875,-0.498,0.095555556,-0.47111,,,,,,,,,,-1.27624
IE-Cra,26/11/2020 15:00,0.803278689,0.25,-0.2932805,-0.168629487,-0.168478132,-0.166446063,,,-0.164699833,,-0.402170312,,,0.453,-0.47060575,,0.048028125,-0.48872955,-0.495513636,0.271944444,-0.466725,,,,,,,,,,-0.15809
IE-Cra,26/11/2020 16:00,0.803278689,0.333333333,-0.29237075,-0.168466407,-0.16886118,-0.166991301,,,-0.168606833,,-0.431754375,,,0.458,-0.49521975,,0.045778125,-0.488145,-0.496086364,0.219444444,-0.473315,,,,,,,,,,0.851077
IE-Cra,26/11/2020 17:00,0.803278689,0.416666667,-0.28976575,-0.168348222,-0.168883487,-0.166466225,,,-0.174151667,,-0.437383594,,,0.47,-0.49990325,,0.04218125,-0.49827,-0.497313636,0.217222222,-0.473205,,,,,,,,,,0.906381
IE-Cra,26/11/2020 18:00,0.803278689,0.5,-0.28408625,-0.168264048,-0.16740649,-0.166493514,,,-0.180293333,,-0.437490469,,,0.4775,-0.49999225,,0.032715625,-0.493215,-0.498181818,0.451111111,-0.486375,,,,,,,,,,0.829864
IE-Cra,26/11/2020 19:00,0.803278689,0.583333333,-0.28443175,-0.168277258,-0.16809699,-0.166094934,,,-0.168706167,,-0.437478125,,,0.4905,-0.49998175,,0.02990625,-0.4895231,-0.499259091,-0.189444444,-0.48535,,,,,,,,,,0.7686335
IE-Cra,26/11/2020 20:00,0.803278689,0.666666667,-0.28441175,-0.168432408,-0.1670716,-0.166641275,,,-0.169998333,,-0.437477969,,,0.493,-0.49998175,,0.03451875,-0.49529,-0.499422727,0.046944444,-0.48669,,,,,,,,,,0.8376775
IE-Cra,26/11/2020 21:00,0.803278689,0.75,-0.2834235,-0.168568822,-0.169149105,-0.166867491,,,-0.170078333,,-0.437478906,,,0.493,-0.4999825,,0.033828125,-0.48772615,-0.499427273,0.366111111,-0.48431,,,,,,,,,,0.840991
IE-Cra,26/11/2020 22:00,0.803278689,0.833333333,-0.282106,-0.168540193,-0.169682865,-0.166469223,,,-0.17087,,-0.437480156,,,0.4875,-0.4999835,,0.03435,-0.49502,-0.498972727,0.133611111,-0.483205,,,,,,,,,,0.836003
IE-Cra,26/11/2020 23:00,0.803278689,0.916666667,-0.279851,-0.168450807,-0.170997067,-0.166638131,,,-0.179245,,-0.437482656,,,0.4665,-0.4999855,,0.032209375,-0.4894683,-0.497309091,-0.193333333,-0.484605,,,,,,,,,,0.776157
IE-Cra,27/11/2020 00:00,0.808743169,-1,-0.27703675,-0.168453943,-0.168741573,-0.166566558,,,-0.183133333,,-0.437487031,,,0.474,-0.49998925,,0.0200125,-0.496835,-0.498145455,-0.430833333,-0.48148,,,,,,,,,,0.6979755
IE-Cra,27/11/2020 01:00,0.808743169,-0.916666667,-0.2772145,-0.168528142,-0.169554167,-0.16669686,,,-0.178101667,,-0.43748125,,,0.4885,-0.4999845,,0.01053125,-0.49634,-0.499277273,-0.602222222,-0.48063,,,,,,,,,,0.5558385
IE-Cra,27/11/2020 02:00,0.808743169,-0.833333333,-0.2758065,-0.168756867,-0.166981192,-0.166712889,,,-0.178266667,,-0.437478906,,,0.492,-0.4999825,,0.010584375,,-0.499495455,-0.607333333,-0.48265,,,,,,,,,,0.5574465
IE-Cra,27/11/2020 03:00,0.808743169,-0.75,-0.27561575,-0.169029853,-0.16654213,-0.167167163,,,-0.182823333,,-0.43748125,,,0.493,-0.49998425,,0.004984375,-0.495705,-0.499586364,-0.610777778,-0.478425,,,,,,,,,,0.46106
IE-Cra,27/11/2020 04:00,0.808743169,-0.666666667,-0.27553975,-0.169228542,-0.170260512,-0.168034115,,,-0.186081667,,-0.437480625,,,0.4935,-0.499984,,0.0002875,-0.4916488,-0.499640909,-0.6305,-0.47906,,,,,,,,,,0.6055015
IE-Cra,27/11/2020 05:00,0.808743169,-0.583333333,-0.27321125,-0.169409887,-0.168292348,-0.166775734,,,-0.185786667,,-0.437479844,,,0.4935,-0.49998325,,-0.00158125,-0.495655,-0.499645455,-0.643194444,-0.49326,,,,,,,,,,0.5976835
IE-Cra,27/11/2020 06:00,0.808743169,-0.5,-0.27105725,-0.169639915,-0.168920617,-0.16663401,,,-0.180801667,,-0.437479531,,,0.4935,-0.499983,,-0.00320625,,-0.49965,-0.829055556,-0.493405,,,,,,,,,,0.612117
IE-Cra,27/11/2020 07:00,0.808743169,-0.416666667,-0.27131575,-0.16991487,-0.166830317,-0.166420525,,,-0.182666667,,-0.437479844,,,0.493,-0.49998325,,-0.0047625,-0.4870238,-0.499631818,-0.469722222,-0.493535,,,,,,,,,,0.5939045
IE-Cra,27/11/2020 08:00,0.808743169,-0.333333333,-0.27102325,-0.170173867,-0.166297138,-0.165963808,,,-0.182258333,,-0.43610875,,,0.494,-0.4988425,,-0.006175,-0.49443,-0.499690909,-0.52225,-0.48875,,,,,,,,,,0.582191
IE-Cra,27/11/2020 09:00,0.808743169,-0.25,-0.27712175,-0.170386767,-0.164205478,-0.166220357,,,-0.1647,,-0.400264063,,,0.4935,-0.46901975,,-0.001928125,-0.4884586,-0.499645455,-0.463333333,-0.491005,,,,,,,,,,-0.299372
IE-Cra,27/11/2020 10:00,0.808743169,-0.166666667,-0.2784585,-0.170568117,-0.160286317,-0.164636583,,,-0.147986667,,-0.35834375,,,0.494,-0.434142,,0.013903125,-0.48768695,-0.499609091,-0.481666667,-0.47804,,,,,,,,,,-0.9400275
IE-Cra,27/11/2020 11:00,0.808743169,-0.083333333,-0.294206,-0.170663817,-0.154881267,-0.16048025,,,-0.145311667,,-0.3425625,,,0.4935,-0.421012,,0.02485625,-0.48486075,-0.499518182,-0.485,-0.479765,,,,,,,,,,-1.11885
IE-Cra,27/11/2020 12:00,0.808743169,0,-0.297304,-0.170561417,-0.147169667,-0.154299367,,,-0.133151667,,-0.299546875,,,0.393,-0.385223,,0.03874375,-0.48114105,-0.490554545,-0.282222222,-0.47259,0.034970266,0.21278201,0.017162299,0.03611409,0.215932695,0.140525785,0.054050941,0,0,-1.637585
IE-Cra,27/11/2020 13:00,0.808743169,0.083333333,-0.2982815,-0.170207367,-0.151010167,-0.155950817,,,-0.1252,,-0.265578125,,,0.22045,-0.356961,,0.0512375,-0.48522095,-0.472309091,-0.138611111,-0.47204,,,,,,,,,,-2.13028
IE-Cra,27/11/2020 14:00,0.808743169,0.166666667,-0.2984905,-0.16967306,-0.166654687,-0.162554983,,,-0.133066667,,-0.286078125,,,0.1803,-0.374017,,0.05428125,-0.488867,-0.467322727,-0.050833333,-0.472595,,,,,,,,,,-1.74853
IE-Cra,27/11/2020 15:00,0.808743169,0.25,-0.29631575,-0.169143105,-0.168121137,-0.166420383,,,-0.161624,,-0.382671875,,,0.2444,-0.454383,,0.04885625,-0.49447,-0.475313636,-0.283611111,-0.476435,,,,,,,,,,-0.985485
IE-Cra,27/11/2020 16:00,0.808743169,0.333333333,-0.29017025,-0.168775133,-0.169590733,-0.166539978,,,-0.177473333,,-0.4267875,,,0.3485,-0.49108725,,0.0365125,-0.49279,-0.487172727,-0.349166667,-0.477965,,,,,,,,,,0.717884
IE-Cra,27/11/2020 17:00,0.808743169,0.416666667,-0.28342375,-0.168604247,-0.170063928,-0.167118052,,,-0.182451667,,-0.437316563,,,0.4175,-0.49984725,,0.018990625,-0.49579,-0.494268182,-0.503611111,-0.48863,,,,,,,,,,0.74601
IE-Cra,27/11/2020 18:00,0.808743169,0.5,-0.28066375,-0.168680053,-0.169898897,-0.167004678,,,-0.187108333,,-0.437488438,,,0.445,-0.4999905,,0.00891875,-0.49317,-0.496590909,-0.523805556,-0.48662,,,,,,,,,,0.583618
IE-Cra,27/11/2020 19:00,0.808743169,0.583333333,-0.28205525,-0.168987245,-0.169997388,-0.168134602,,,-0.186726667,,-0.437486563,,,0.4655,-0.49998875,,-0.00034375,,-0.498090909,-0.521111111,-0.4851,,,,,,,,,,0.560896
IE-Cra,27/11/2020 20:00,0.808743169,0.666666667,-0.2822385,-0.169390298,-0.169117872,-0.167245352,,,-0.1835,,-0.437480938,,,0.4755,-0.499984,,-0.00101875,-0.49467,-0.498654545,-0.525,-0.47377,,,,,,,,,,0.560896
IE-Cra,27/11/2020 21:00,0.808743169,0.75,-0.2807985,-0.169772213,-0.167576182,-0.166807732,,,-0.187438333,,-0.437480625,,,0.483,-0.499984,,-0.00184375,-0.493025,-0.499077273,-0.551611111,-0.47813,,,,,,,,,,0.560896
IE-Cra,27/11/2020 22:00,0.808743169,0.833333333,-0.27792425,-0.170077567,-0.170280492,-0.16705925,,,-0.178703333,,-0.437480312,,,0.4865,-0.4999835,,-0.0001125,-0.49217,-0.49925,-0.531944444,-0.490635,,,,,,,,,,0.560896
IE-Cra,27/11/2020 23:00,0.808743169,0.916666667,-0.27500375,-0.17029955,-0.169292195,-0.166695772,,,-0.18604,,-0.4374825,,,0.4915,-0.4999855,,0.001090625,-0.49469,-0.499522727,-0.535638889,-0.489585,,,,,,,,,,0.5281725
IE-Cra,28/11/2020 00:00,0.81420765,-1,-0.27932775,-0.1705324,-0.170940817,-0.166809212,,,-0.185078333,,-0.437482344,,,0.493,-0.49998525,,-0.002346875,-0.4897245,-0.499622727,-0.718138889,-0.487555,,,,,,,,,,0.560896
IE-Cra,28/11/2020 01:00,0.81420765,-0.916666667,-0.2837265,-0.17070455,-0.17603695,-0.166843681,,,-0.176168333,,-0.43747875,,,0.493,-0.49998225,,0.000615625,-0.48375735,-0.499609091,-0.620222222,-0.48311,,,,,,,,,,0.560896
IE-Cra,28/11/2020 02:00,0.81420765,-0.833333333,-0.2805595,-0.1708336,-0.172748383,-0.166252495,,,-0.181216667,,-0.437475781,,,0.48,-0.49997975,,0.010628125,-0.4807108,-0.498731818,-0.633277778,-0.454975,,,,,,,,,,0.583621
IE-Cra,28/11/2020 03:00,0.81420765,-0.75,-0.2781825,-0.1709457,-0.172701265,-0.166451575,,,-0.187185,,-0.437476563,,,0.4645,-0.4999805,,0.00835625,-0.4843802,-0.497827273,-0.660611111,-0.46448,,,,,,,,,,0.5254415
IE-Cra,28/11/2020 04:00,0.81420765,-0.666666667,-0.28158425,-0.17099845,-0.171200117,-0.166732323,,,-0.174033167,,-0.437475938,,,0.466,-0.49998,,0.009828125,,-0.497886364,-0.682722222,-0.45838,,,,,,,,,,0.543351
IE-Cra,28/11/2020 05:00,0.81420765,-0.583333333,-0.272675,-0.170971933,-0.167866502,-0.166534213,,,-0.1666675,,-0.437475,,,0.453,-0.499979,,0.015909375,-0.4882973,-0.496859091,-0.691222222,-0.45491,,,,,,,,,,0.744163
IE-Cra,28/11/2020 06:00,0.81420765,-0.5,-0.27732325,-0.170908983,-0.169882058,-0.166047935,,,-0.165769,,-0.437475313,,,0.4565,-0.49997925,,0.017646875,-0.4875137,-0.497040909,-0.6515,-0.483525,,,,,,,,,,0.8019975
IE-Cra,28/11/2020 07:00,0.81420765,-0.416666667,-0.28245475,-0.170804117,-0.17134645,-0.166600895,,,-0.1657085,,-0.437475313,,,0.4625,-0.4999795,,0.021628125,-0.4792889,-0.497331818,-0.782638889,-0.48781,,,,,,,,,,0.7501585
IE-Cra,28/11/2020 08:00,0.81420765,-0.333333333,-0.28487375,-0.17062045,-0.172950567,-0.165398323,,,-0.170465333,,-0.436947969,,,0.4505,-0.49954075,,0.028728125,-0.4684015,-0.496181818,-0.653944444,-0.455015,,,,,,,,,,0.795994
IE-Cra,28/11/2020 09:00,0.81420765,-0.25,-0.28917975,-0.170396033,-0.17183037,-0.166102828,,,-0.164987333,,-0.430153125,,,0.433,-0.4938875,,0.032846875,-0.46901645,-0.494568182,-0.682166667,-0.431295,,,,,,,,,,0.633555
IE-Cra,28/11/2020 10:00,0.81420765,-0.166666667,-0.2918615,-0.170182367,-0.166038023,-0.16502134,,,-0.159863333,,-0.418382813,,,0.3985,-0.4840945,,0.040478125,-0.47356365,-0.491068182,-0.651555556,-0.42319,,,,,,,,,,-1.360195
IE-Cra,28/11/2020 11:00,0.81420765,-0.083333333,-0.2926705,-0.169986425,-0.16587406,-0.165502367,,,-0.149965,,-0.389265625,,,0.3595,-0.459869,,0.045921875,-0.4737349,-0.486886364,-0.643277778,-0.43657,,,,,,,,,,-0.815539
IE-Cra,28/11/2020 12:00,0.81420765,0,-0.29282175,-0.169780888,-0.16763311,-0.165051153,,,-0.14839,,-0.384765625,,,0.351,-0.456125,,0.050303125,-0.472019,-0.485413636,-0.672555556,-0.43568,0.034777882,0.210481925,0.014908066,0.035642669,0.210950053,0.131026782,0.051465276,0,0,-0.783155
IE-Cra,28/11/2020 13:00,0.81420765,0.083333333,-0.292677,-0.169519847,-0.16552288,-0.165683362,,,-0.153155,,-0.39459375,,,0.353,-0.464302,,0.053875,-0.47464335,-0.485045455,-0.680416667,-0.4286,,,,,,,,,,-0.957768
IE-Cra,28/11/2020 14:00,0.81420765,0.166666667,-0.29166475,-0.169199138,-0.168879522,-0.165289088,,,-0.149848333,,-0.39021875,,,0.366,-0.460662,,0.0571875,-0.4723398,-0.485859091,-0.670638889,-0.44033,,,,,,,,,,-0.925185
IE-Cra,28/11/2020 15:00,0.81420765,0.25,-0.285773,-0.168874245,-0.174522683,-0.166873983,,,-0.160428333,,-0.4129375,,,0.39,-0.479564,,0.05884375,-0.47069915,-0.488195455,-0.620638889,-0.434495,,,,,,,,,,-0.0990965
IE-Cra,28/11/2020 16:00,0.81420765,0.333333333,-0.28587875,-0.168583802,-0.174461917,-0.16624483,,,-0.174124667,,-0.429789063,,,0.4305,-0.4935845,,0.0570625,-0.471572,-0.492659091,-0.707555556,-0.435465,,,,,,,,,,1.0197865
IE-Cra,28/11/2020 17:00,0.81420765,0.416666667,-0.280791,-0.168337397,-0.17029358,-0.166200911,,,-0.175976667,,-0.437347031,,,0.441,-0.49987275,,0.0528125,-0.4837226,-0.494063636,-0.709027778,-0.441065,,,,,,,,,,0.9945415
IE-Cra,28/11/2020 18:00,0.81420765,0.5,-0.288876,-0.168180002,-0.169153405,-0.166783674,,,-0.169629,,-0.437486563,,,0.4305,-0.49998875,,0.05321875,-0.4836332,-0.492972727,-0.607222222,-0.453615,,,,,,,,,,0.9977115
IE-Cra,28/11/2020 19:00,0.81420765,0.583333333,-0.291,-0.168132563,-0.168901743,-0.166684915,,,-0.168427833,,-0.437489531,,,0.451,-0.49999125,,0.051625,-0.480868,-0.495131818,-0.656138889,-0.463095,,,,,,,,,,0.989021
IE-Cra,28/11/2020 20:00,0.81420765,0.666666667,-0.28137925,-0.168125582,-0.170247663,-0.166912035,,,-0.168188833,,-0.437489688,,,0.4605,-0.49999125,,0.051375,-0.49015,-0.496086364,-0.658972222,-0.4676,,,,,,,,,,0.987978
IE-Cra,28/11/2020 21:00,0.81420765,0.75,-0.2754465,-0.168085223,-0.169810867,-0.168527425,,,-0.169209333,,-0.43749,,,0.4725,-0.49999175,,0.049496875,-0.4865201,-0.497331818,-0.512583333,-0.479615,,,,,,,,,,0.932215
IE-Cra,28/11/2020 22:00,0.81420765,0.833333333,-0.27276,-0.168014887,-0.17123675,-0.167403436,,,-0.177413333,,-0.43749375,,,0.4865,-0.499995,,0.041471875,-0.48819835,-0.498795455,-0.5825,-0.47949,,,,,,,,,,0.906114
IE-Cra,28/11/2020 23:00,0.81420765,0.916666667,-0.27217975,-0.167950777,-0.169585633,-0.167575147,,,-0.177995,,-0.437490313,,,0.493,-0.49999175,,0.035490625,-0.4897417,-0.499418182,-0.505,-0.47952,,,,,,,,,,0.858514
IE-Cra,29/11/2020 00:00,0.819672131,-1,-0.27355375,-0.168023383,-0.168480562,-0.166609913,,,-0.167256833,,-0.437480781,,,0.493,-0.499984,,0.039490625,-0.4855635,-0.499390909,-0.737083333,-0.47901,,,,,,,,,,0.8898835
IE-Cra,29/11/2020 01:00,0.819672131,-0.916666667,-0.27294625,-0.168176973,-0.168348548,-0.167109778,,,-0.169025833,,-0.437475781,,,0.4935,-0.49997975,,0.04555,-0.490875,-0.499395455,-0.561972222,-0.47159,,,,,,,,,,0.920742
IE-Cra,29/11/2020 02:00,0.819672131,-0.833333333,-0.269487,-0.168305025,-0.170125918,-0.166229619,,,-0.17107,,-0.437477344,,,0.4935,-0.49998125,,0.044415625,-0.496345,-0.4994,-0.646444444,-0.48091,,,,,,,,,,0.914925
IE-Cra,29/11/2020 03:00,0.819672131,-0.75,-0.26782175,-0.168303677,-0.167826377,-0.166989501,,,-0.178845,,-0.43748625,,,0.4935,-0.49998875,,0.03811875,-0.497075,-0.499440909,-0.038636111,-0.4778,,,,,,,,,,0.8911625
IE-Cra,29/11/2020 04:00,0.819672131,-0.666666667,-0.26541875,-0.168220738,-0.167844275,-0.167128191,,,-0.173833333,,-0.437484063,,,0.494,-0.49998675,,0.031484375,-0.49432,-0.499522727,-0.046419444,-0.4882,,,,,,,,,,0.841271
IE-Cra,29/11/2020 05:00,0.819672131,-0.583333333,-0.27207575,-0.168196318,-0.170222822,-0.166931975,,,-0.171535,,-0.437481719,,,0.494,-0.49998475,,0.031809375,-0.49293,-0.499522727,-0.559583333,-0.49093,,,,,,,,,,0.8403135
IE-Cra,29/11/2020 06:00,0.819672131,-0.5,-0.260021,-0.168287738,-0.166658912,-0.166383672,,,-0.171563833,,-0.437480312,,,0.494,-0.4999835,,0.028978125,-0.49478,-0.499536364,-0.503611111,-0.48707,,,,,,,,,,0.793747
IE-Cra,29/11/2020 07:00,0.819672131,-0.416666667,-0.25516925,-0.168419022,-0.170535588,-0.166784425,,,-0.177521667,,-0.437483437,,,0.494,-0.49998625,,0.024096875,-0.49427,-0.499559091,-0.120416667,-0.49125,,,,,,,,,,0.7581775
IE-Cra,29/11/2020 08:00,0.819672131,-0.333333333,-0.25368475,-0.168525815,-0.168736423,-0.16747525,,,-0.174968333,,-0.436634063,,,0.494,-0.4992795,,0.01396875,-0.49164,-0.499609091,0.488055556,-0.48048,,,,,,,,,,0.663106
IE-Cra,29/11/2020 09:00,0.819672131,-0.25,-0.272337,-0.168639442,-0.168178413,-0.166345568,,,-0.162329333,,-0.426065625,,,0.494,-0.4904865,,0.021840625,,-0.499568182,0.6125,-0.4842,,,,,,,,,,0.712838
IE-Cra,29/11/2020 10:00,0.819672131,-0.166666667,-0.27018775,-0.168766752,-0.1611845,-0.166948376,,,-0.1576,,-0.410839062,,,0.494,-0.477818,,0.033425,,-0.499513636,0.211666667,-0.496715,,,,,,,,,,0.125196
IE-Cra,29/11/2020 11:00,0.819672131,-0.083333333,-0.2738335,-0.168827793,-0.16069605,-0.16606164,,,-0.149056667,,-0.388828125,,,0.494,-0.459505,,0.04175,-0.4811184,-0.499463636,0.0625,-0.471285,,,,,,,,,,-0.933596
IE-Cra,29/11/2020 12:00,0.819672131,0,-0.27718975,-0.16868999,-0.1596287,-0.166208081,,,-0.1467,,-0.382875,,,0.494,-0.454552,,0.04388125,-0.48291765,-0.499454545,0.243611111,-0.463355,0.034615359,0.210187592,0.014803564,0.035502385,0.210315752,0.130724645,0.051375468,0,0,-0.944187
IE-Cra,29/11/2020 13:00,0.819672131,0.083333333,-0.27849925,-0.16835678,-0.16321358,-0.166105209,,,-0.148196667,,-0.3863125,,,0.494,-0.457412,,0.044440625,-0.49092,-0.49945,0.221944444,-0.467475,,,,,,,,,,-0.9538365
IE-Cra,29/11/2020 14:00,0.819672131,0.166666667,-0.278235,-0.167935773,-0.17058355,-0.16658262,,,-0.154936667,,-0.4024125,,,0.494,-0.47080725,,0.045365625,-0.4876736,-0.499445455,0.399444444,-0.47438,,,,,,,,,,-0.1288585
